Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
men's ADIDAS RUNNING TORIL 1.0 SHOES,CI9989,4999,2499,50,Adidas CORE / NEO,"Designed to go the distance, these adidas Toril 1.0 running shoes for men give optimum cushioning to your feet with EVA midsole and its Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability.",2.2,18,2020-04-13T15:06:31
Men's adidas Sport Inspired Quickspike Shoes,CL7405,3999,1999,50,Adidas CORE / NEO,"These men's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",3.8,49,2020-04-13T15:06:31
Men's adidas Running Nepton 2.0 Shoes,CL7473,5599,2799,50,Adidas CORE / NEO,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.",3.5,3,2020-04-13T15:06:31
MEN'S ADIDAS RUNNING KIVARO 1.0 SHOES,CJ8110,4599,2299,50,Adidas CORE / NEO,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",2.5,7,2020-04-13T15:06:31
MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,CJ8019,4599,2299,50,Adidas CORE / NEO,"These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",4.6,53,2020-04-13T15:06:31
Men's adidas Running Kyris 1.0 Shoes,CK9604,4599,2299,50,Adidas CORE / NEO,The adidas Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,3.9,26,2020-04-13T15:06:31
Men's adidas Sport Inspired Blaze Runner Shoes,CK9431,5599,2799,50,Adidas CORE / NEO,Extremely functional and subtle running-inspired shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,1.5,49,2020-04-13T15:06:31
Unisex adidas Originals Skateboarding 3MC Shoes,EE7289,5999,3599,40,Adidas ORIGINALS,"Designed for skate but with an easy, everyday style. These shoes have a durable canvas and nylon upper that holds up to regular skate sessions. A flexible rubber outsole provides superior grip on your board. Targeted cushioning in the heel helps absorb impact for when you're riding hard.",3.7,58,2020-04-13T15:06:31
Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,B75580,4999,2499,50,Adidas CORE / NEO,"Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4.3,79,2020-04-13T15:06:31
Men's adidas Sport Inspired Blaze Runner Shoes,CK9432,5599,2799,50,Adidas CORE / NEO,Extremely functional and subtle running-inspired shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,2.5,17,2020-04-13T15:06:31
Unisex adidas Originals Marathon Tech Shoes,EE4925,11999,7199,40,Adidas ORIGINALS,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The rugged upper mixes breathable mesh and suede overlays with iconic 3-Stripes branding. A midfoot webbing print highlights the addition of responsive Boost cushioning.",2.8,93,2020-04-13T15:06:31
Women's adidas Originals Marathon Tech Shoes,EE4953,11999,7199,40,Adidas ORIGINALS,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning.",2.0,32,2020-04-13T15:06:31
Men's adidas Running Raddis 1.0 shoes,CL7469,5599,2799,50,Adidas CORE / NEO,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,2.0,97,2020-04-13T15:06:31
Women's adidas Originals Sleek Super Shoes,EF8858,7999,4799,40,Adidas ORIGINALS,"Unabashedly feminine with modern sneaker style, these shoes offer clean lines and a retro vibe. They're made of soft leather and ride on a platform rubber outsole that adds extra attitude and a little lift. Perforated 3-Stripes keep the style smooth and minimalist.",1.0,29,2020-04-13T15:06:31
Women's adidas Originals Supercourt Shoes,EF9219,7599,4559,40,Adidas ORIGINALS,"Forty years of court style, refined to the essentials. The clean, simple lines and supple leather upper of these shoes are a nod to tennis history. Iconic perforated 3-Stripes and a contrasting Trefoil heel tab give them a timeless look.",4.5,89,2020-04-13T15:06:31
Men's adidas Running Flank Shoes,CL7513,5299,2649,50,Adidas CORE / NEO,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile-mesh upper, Cloudfoam midsole and Rubber outsole provides durability.",2.7,62,2020-04-13T15:06:31
Women's adidas Originals Falcon Shoes,EE7098,8999,5399,40,Adidas ORIGINALS,"The carefree spirit of the '80s brought unabashedly bold colors and clashing patterns. Part of the Out Loud collection, these shoes capture the flavor of that decade with graphics inspired by vintage Italian prints. They offer a soft and luxurious feel with a satin and textile upper.",3.9,22,2020-04-13T15:06:31
Men's adidas Sport Inspired Arcadeis Shoes,CL7425,4599,2299,50,Adidas CORE / NEO,These men's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,4.9,85,2020-04-13T15:06:31
Men's adidas Running Puaro Shoes,CL7508,4999,2499,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come layered sandwich mesh and textile upper for maximum ventilation.,4.0,47,2020-04-13T15:06:31
Unisex adidas Originals Skateboarding Adi-Ease Shoes,EE7292,5599,3359,40,Adidas ORIGINALS,"Built for durability without sacrificing style, these classic skate shoes can handle any session. They ride on a vulcanized rubber outsole that's grippy and flexible so you stick to your board. A two-tone canvas upper helps you stand out at the park or on the street.",4.2,38,2020-04-13T15:06:32
Men's adidas Sport Inspired Factor Shoes,CL7589,4299,2149,50,Adidas CORE / NEO,"These lightweight running-inspired shoes for men give all round comfort, cushioning, durability & support in a simplistic design. Features Knit-Mesh upper for maximum ventilation, lightstrike EVA midsole with durable Rubber outsole for long-lasting wear.",3.0,40,2020-04-13T15:06:32
MEN'S ADIDAS RUNNING LEGUS SHOES,CJ8061,5999,2999,50,Adidas CORE / NEO,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",3.7,92,2020-04-13T15:06:32
Women's adidas Originals Forest Grove Shoes,EE5847,6599,3959,40,Adidas ORIGINALS,"Inspired by a game-changing running shoes from the archives, this shoe is built for everyday wear. A suede and nylon upper shows off classic 3-Stripes styling. A mesh-wrapped EVA midsole echoes vintage looks from the archives.",4.7,20,2020-04-13T15:06:32
Men's adidas Sport Inspired Nebular 2 Shoes,CK9686,4999,2499,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas running-inspired shoes for men. Featuring Textile-Mesh upper for lightweight and breathability with Rubber outsole for durability.,4.1,43,2020-04-13T15:06:32
Women's adidas Originals U_Path X Shoes,EE4567,7599,4559,40,Adidas ORIGINALS,"With a sleek feel and futuristic look, the U_Path shoe represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture.",4.4,85,2020-04-13T15:06:32
Women's adidas Originals Continental 80 Strap Shoes,EE5585,7999,4799,40,Adidas ORIGINALS,"These Continental 80 shoes are a faithful remake of an archive fitness and tennis style. A supple leather upper and a double cupsole stay true to the original design. Three straps replace the laces to give them a retro vibe. An allover seasonal color creates a clean, minimalist look.",3.8,37,2020-04-13T15:06:32
WOMEN'S ADIDAS RUNNING QUESA SHOES,B96519,6999,3499,50,Adidas CORE / NEO,"Carve new paths in these trail running shoes. Featuring a women's-specific design, they combine the soft step-in feel of a sock-like fit with cloud-like cushioning for a comfortable run. A rugged trail-specific outsole rounds out the sporty look.",5.0,31,2020-04-13T15:06:32
WOMEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES,B96563,6599,2640,60,Adidas CORE / NEO,Modern design meets retro style. A two-tone knit upper with welded 3-Stripes updates the classic '70s look of these women's running-inspired shoes. A lightweight midsole provides cushioned comfort with every step.,2.8,16,2020-04-13T15:06:32
Men's adidas Running Whizz Shoes,CL7547,5599,2799,50,Adidas CORE / NEO,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",4.7,42,2020-04-13T15:06:32
Women's adidas Originals U_Path X Shoes,EE4563,7599,4559,40,Adidas ORIGINALS,"With a sleek feel and futuristic look, the U_Path shoe represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture.",4.2,82,2020-04-13T15:06:32
Women's adidas Running Bolter Shoes,CK9714,4299,2149,50,Adidas CORE / NEO,"These women's running shoes keep you comfortable so you stay focused on your running goals. They feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The plush Cloudfoam midsole delivers ultra-soft cushioning.",2.0,24,2020-04-13T15:06:32
Women's adidas Sports Inspired Court Adapt Shoes,F36475,5299,2649,50,Adidas CORE / NEO,Step up your style game off the court. These tennis-inspired shoes have a sleek look made from a soft knit upper. The sock-like construction rides on a smooth rubber outsole. A cushioned sockliner provides all-day comfort.,4.6,84,2020-04-13T15:06:32
Women's adidas Running Duramo SL Shoes,FV8794,5599,5599,0,Adidas CORE / NEO,"Variety keeps you motivated. For running, lifting or playing pickup games, these running shoes are all about versatile comfort. They have a lightweight build with pillow-like cushioning. No-sew overlays support the foot through quick bursts and lateral movements.",5.0,44,2020-04-13T15:06:32
Women's adidas Originals NMD_R1 Shoes,EE5177,12999,7799,40,Adidas ORIGINALS,"Taking style cues from premium technical outerwear, these women's shoes blend adidas archive heritage with modern comfort. The stretchy knit upper is accented with reflective details. EVA plugs accent the Boost midsole, adidas' most responsive cushioning ever.",3.0,76,2020-04-13T15:06:32
Men's adidas Sport Inspired Kaptur Shoes,CL7582,4599,2299,50,Adidas CORE / NEO,"These lightweight running-inspired shoes for men give all round comfort, cushioning, durability & support in a simplistic design. The two-tone mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.",3.8,12,2020-04-13T15:06:32
WOMEN'S ADIDAS RUNNING ASWEERUN SHOES,F36339,4999,4999,0,Adidas CORE / NEO,"Aspire to greatness. These running shoes for women are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",4.1,39,2020-04-13T15:06:32
Women's adidas Originals Falcon Shoes,EF1963,7999,4799,40,Adidas ORIGINALS,"The rebellious spirit of the '90s music and fashion world brought bold lines and clashing colors. These shoes capture the flavor of that decade with aggressive, swerving shapes and a mix of soft mesh, leather and suede. The ombr̩-dyed upper offers a color-fade effect.",2.2,12,2020-04-13T15:06:32
Women's adidas Sport Inspired VS Advantage Clean Shoes,F34442,4599,2299,50,Adidas CORE / NEO,"Simple, stable and straightforward design for timeless court style. These women's tennis-inspired shoes feature perforated 3-Stripes on a textile upper for a classic look. A textile lining gives them a comfortable feel.",4.1,26,2020-04-13T15:06:32
Women's adidas Running Sooraj Shoes,EE9933,5599,5599,0,Adidas CORE / NEO,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",4.2,89,2020-04-13T15:06:32
Unisex adidas Originals Skateboarding 3MC Shoes,EE6090,5999,3599,40,Adidas ORIGINALS,"Designed for skate but with an easy, everyday style. These shoes have a durable canvas and nylon upper that holds up to regular skate sessions. A flexible rubber outsole provides superior grip on your board. Targeted cushioning in the heel helps absorb impact for when you're riding hard.",2.4,16,2020-04-13T15:06:32
Women's adidas Sport Inspired Duramo Lite 2.0 Shoes,B75583,4799,2399,50,Adidas CORE / NEO,"Refine your interval training in these women's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4.5,76,2020-04-13T15:06:32
Men's adidas Running Duramo 9 Shoes,EE7922,5999,2999,50,Adidas CORE / NEO,"These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",4.6,93,2020-04-13T15:06:32
Women's adidas Originals Adilette Zip Slides,EE5081,4999,2499,50,Adidas ORIGINALS,"Part of the Out Loud collection, these women's shoes celebrate stepping into the spotlight. The classic slide silhouette features a top zip with an XL tag pull. The moulded footbed forms to your step. Bold colours give the slides a playful feel.",2.9,51,2020-04-13T15:06:32
Women's adidas Originals Samabarose Shoes,EE4678,7999,4799,40,Adidas ORIGINALS,"A new way to rise above. These women's platform shoes lift you up with a stacked gum-rubber outsole. Simple yet luxe, they cradle your feet in a soft suede leather upper that's paired with a synthetic leather lining for an ultra-comfortable feel.",4.1,34,2020-04-13T15:06:32
Women's adidas Swim Ozor III Slippers,CM0076,1299,779,40,Adidas CORE / NEO,"The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",4.4,39,2020-04-13T15:06:32
WOMEN'S ADIDAS ORIGINALS SAMBAROSE SHOES,B28156,7999,4799,40,Adidas ORIGINALS,"These sneakers rework the Samba's classic soccer silhouette as a stylish platform shoe. The leather upper is stacked on top of a raised gum rubber outsole to add height. Soft, smooth feel An all-leather upper, leather tongue and synthetic leather lining add luxe comfort Platform gum rubber outsole The layered outsole adds one inch of height.",4.9,54,2020-04-13T15:06:32
Women's adidas Sport Inspired Archivo Shoes,EF0527,4999,4999,0,Adidas CORE / NEO,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,4.1,81,2020-04-13T15:06:32
Women's adidas Originals U_Path X Shoes,EE4566,7599,4559,40,Adidas ORIGINALS,"With a sleek feel and futuristic look, the U_Path shoe represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture.",3.3,60,2020-04-13T15:06:32
Women's adidas Sport Inspired Lite Racer RBN Shoes,EE8302,4999,4999,0,Adidas CORE / NEO,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,4.2,19,2020-04-13T15:06:32
Women's adidas Swim Jung Slippers,CM0075,999,599,40,Adidas CORE / NEO,These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style.,3.4,57,2020-04-13T15:06:32
Women's adidas Sport Inspired RunFalcon Shoes,EF0152,5599,5599,0,Adidas CORE / NEO,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive trainers have an airy material-mix upper and a midfoot cage for extra support.",2.2,16,2020-04-13T15:06:32
Women's adidas Swimming Eezay 2019 Slippers,CM0093,1499,899,40,Adidas CORE / NEO,"These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",3.7,2,2020-04-13T15:06:32
Women's adidas RunFalcon Shoes,F36218,4999,4999,0,Adidas CORE / NEO,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive sneakers have an airy material-mix upper and a midfoot cage for extra support.",4.5,39,2020-04-13T15:06:32
Women's adidas Swim Puka Slippers,CM0083,999,599,40,Adidas CORE / NEO,These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.,4.0,58,2020-04-13T15:06:32
Women's adidas Swim Ozor III Slippers,CM0078,1299,779,40,Adidas CORE / NEO,"The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",3.0,38,2020-04-13T15:06:32
Women's adidas Swim Ozor III Slippers,CM0079,1299,779,40,Adidas CORE / NEO,"The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",2.9,64,2020-04-13T15:06:32
Women's adidas Swim Jung Slippers,CM0074,999,599,40,Adidas CORE / NEO,These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style.,4.2,22,2020-04-13T15:06:32
Women's adidas Swim Jung Slippers,CM0073,999,599,40,Adidas CORE / NEO,These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style.,4.4,93,2020-04-13T15:06:33
Women's adidas Swimming Eezay 2019 Slippers,CM0092,1499,899,40,Adidas CORE / NEO,"These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",2.6,54,2020-04-13T15:06:33
Women's Running Duramo 9 Shoes,EG8672,5599,5599,0,Adidas CORE / NEO,Upgrade your sports style with modern details. These adidas running shoes let you transition from the treadmill to the track in cushioned comfort. Supportive heel construction gives your Achilles tendon a range of motion on every step.,0.0,27,2020-04-13T15:06:33
Women's Sport Inspired QT Racer Shoes,EG8480,4599,4599,0,Adidas CORE / NEO,Cushion your every stride in lightweight comfort. These adidas running-inspired shoes let you navigate the unpredictable elements of the street without distraction. Push the pace with 3-Stripes style.,4.4,80,2020-04-13T15:06:33
Women's Sport Inspired Lite Racer Clean Shoes,EG3148,4599,4599,0,Adidas CORE / NEO,"Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day.",4.0,9,2020-04-13T15:06:33
Women's adidas Swim Puka Slippers,CM0082,999,599,40,Adidas CORE / NEO,These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.,3.6,29,2020-04-13T15:06:33
Women's adidas Running Asweerun Shoes,EG3185,4999,4999,0,Adidas CORE / NEO,"Multisport training shoes for adding variety to your running routine. These shoes have a sporty mesh upper for breathability. The rubber outsole is designed to provide a secure grip, and the moulded heel counter helps keep you stable on uneven terrain.",4.7,31,2020-04-13T15:06:33
Women's adidas Running Sooraj Shoes,EG4006,5599,5599,0,Adidas CORE / NEO,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",3.9,1,2020-04-13T15:06:33
Women's adidas Running Sooraj Shoes,EG4007,5599,5599,0,Adidas CORE / NEO,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",3.2,94,2020-04-13T15:06:33
Women's Sport Inspired QT Racer Shoes,EH1178,4999,4999,0,Adidas CORE / NEO,"You don't need to be a runner to look like one. These adidas QT Racer Shoes have the look of a running shoe, with the feel of total, utter comfort. Wait, should you become a runner? Ultimately up to you, but enjoy these in the meantime.",4.3,65,2020-04-13T15:06:33
Women's Sport Inspired Mavia Shoes,EG4316,6599,6599,0,Adidas CORE / NEO,"Lace into these adidas shoes for long days on the go. The Mavia X Shoes have a soft midsole for cushioned strides. Seamless 3-Stripes give these running-inspired shoes a sporty look. The sleek, elevated style spreads confidence wherever you roam.",3.4,6,2020-04-13T15:06:33
Women's Sport Inspired Archivo Shoes,EG3253,4999,4999,0,Adidas CORE / NEO,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,2.5,67,2020-04-13T15:06:33
Women's Sport Inspired Mavia Shoes,EG4314,6599,6599,0,Adidas CORE / NEO,"Lace into these adidas shoes for long days on the go. The Mavia X Shoes have a soft midsole for cushioned strides. Seamless 3-Stripes give these running-inspired shoes a sporty look. The sleek, elevated style spreads confidence wherever you roam.",3.8,36,2020-04-13T15:06:33
Women's Running Nova Flow Shoes,EH1379,5599,5599,0,Adidas CORE / NEO,Step one. Get outside. Step two. Go. The rest will follow. Work towards increasing your best time in the adidas Nova Flow Shoes. They grip uneven and unpredictable surfaces so you can push forward with confidence. And when the ride is this smooth? Maybe the last mile will feel like the first. Maybe.,4.9,45,2020-04-13T15:06:33
Women's Running Nova Flow Shoes,EH2586,5599,5599,0,Adidas CORE / NEO,Step one. Get outside. Step two. Go. The rest will follow. Work towards increasing your best time in the adidas Nova Flow Shoes. They grip uneven and unpredictable surfaces so you can push forward with confidence. And when the ride is this smooth? Maybe the last mile will feel like the first. Maybe.,0.0,4,2020-04-13T15:06:33
Women's Sport Inspired Nebzed Shoes,EG3698,4999,4999,0,Adidas CORE / NEO,Confidence for every undertaking. These running-style shoes have ultra-soft cushioning to keep you comfortable till the end of the day. The breathable mesh upper has 3-Stripes that celebrate adidas' sport heritage.,2.7,11,2020-04-13T15:06:33
Women's Sport Inspired Nebzed Shoes,EH0165,4999,4999,0,Adidas CORE / NEO,Confidence for every undertaking. These running-style shoes have ultra-soft cushioning to keep you comfortable till the end of the day. The breathable mesh upper has 3-Stripes that celebrate adidas' sport heritage.,2.8,35,2020-04-13T15:06:33
Women's Sport Inspired Khoe Adapt Shoes,EH1211,5599,5599,0,Adidas CORE / NEO,"Celebrate free and easy summers with a bold approach. Bright and playful, these lightweight adidas running-inspired shoes feature vibrant graphics. The shoes hug your feet in snug comfort as you personalise the fit with the adjustable strap.",3.2,85,2020-04-13T15:06:33
Men's adidas Running Nepton 2.0 Shoes,CK9665,5999,2999,50,Adidas CORE / NEO,Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.,4.9,72,2020-04-13T15:06:33
Men's adidas Running Nepton 2.0 Shoes,CK9663,5999,2999,50,Adidas CORE / NEO,Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.,1.5,74,2020-04-13T15:06:33
Women's Running EnergyFalcon Shoes,EG3953,6599,6599,0,Adidas CORE / NEO,"Dig deep. These running shoes have a supportive, free-motion design that offers the stability and comfort you need to reach your goals. From the first step, the cushioning feels pillow-soft. The molded heel allows your Achilles to move freely while a midfoot support panel provides a natural fit. The durable outsole is made to log many miles.",2.9,77,2020-04-13T15:06:33
Women's Sport Inspired Khoe Adapt Shoes,EG4176,4999,4999,0,Adidas CORE / NEO,"Step into the street with a bold approach. These shoes feature a lightweight, sock-like construction that lets you secure your fit in snug, all-day comfort. Classic adidas details on the thick strap celebrate your 3-Stripes love.",3.9,14,2020-04-13T15:06:33
men's ADIDAS RUNNING NAYO 1.0 SHOES,CI9916,4999,2499,50,Adidas CORE / NEO,"The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.",0.0,84,2020-04-13T15:06:33
Women's Sport Inspired Khoe Adapt Shoes,EG4175,4999,4999,0,Adidas CORE / NEO,"Step into the street with a bold approach. These shoes feature a lightweight, sock-like construction that lets you secure your fit in snug, all-day comfort. Classic adidas details on the thick strap celebrate your 3-Stripes love.",3.0,94,2020-04-13T15:06:33
Women's adidas Running Sooraj Shoes,EG4004,5599,5599,0,Adidas CORE / NEO,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",2.5,17,2020-04-13T15:06:33
MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,CJ8068,5599,2799,50,Adidas CORE / NEO,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",2.6,60,2020-04-13T15:06:33
Men's adidas Running Puaro Shoes,CK9681,4999,2499,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come layered sandwich mesh details for maximum ventilation.,5.0,5,2020-04-13T15:06:34
Men's adidas Sport Inspired Run 60s Shoes,EE9731,5599,2799,50,Adidas CORE / NEO,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,2.9,99,2020-04-13T15:06:34
Men's adidas Running Nayo 2.0 Shoes,CK9591,5299,2649,50,Adidas CORE / NEO,The stylish adidas Nayo 2.0 shoes for men crafted for runners. The breathable Knit-Mesh upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability.,2.4,35,2020-04-13T15:06:34
Men's adidas Running Kivaro 1 Shoes,CK9648,4599,2299,50,Adidas CORE / NEO,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability and support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",4.6,36,2020-04-13T15:06:34
Men's adidas Running Kyris 1.0 Shoes,CK9602,4599,2299,50,Adidas CORE / NEO,The adidas Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,2.9,37,2020-04-13T15:06:34
Men's adidas Running Duramo 9 Shoes,F34491,5999,2999,50,Adidas CORE / NEO,"These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",3.0,59,2020-04-13T15:06:34
Men's adidas Running Kylen 1.0 shoes,CK9693,4999,2499,50,Adidas CORE / NEO,The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The mesh upper ensures breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,4.6,88,2020-04-13T15:06:34
MEN'S ADIDAS RUNNING KYLEN 1.0 SHOES,CJ8013,4999,2499,50,Adidas CORE / NEO,The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,4.0,77,2020-04-13T15:06:34
